DataPagamentoCMS;Numero_Corretor;Tipo_De_Operacao;Tipo_De_Produto;Banco_Operacao;Orgao_Operacao;Convenio_categoria;Operacao_original;orgão_original;ValorBase;Tipo_Producao
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;133,36;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;127,47;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;106,41;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;125,08;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;290,85;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;155,66;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;198,14;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;105,51;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;203,86;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;166,69;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;107,97;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;149,09;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;180,19;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;173,2;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;437,23;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;643,05;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;162,91;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;187,32;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;115,37;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;207,73;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;199,7;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;186,98;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;220,28;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;1404,44;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;188,12;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;786,69;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;143,35;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;163,6;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;182,62;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;138,04;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;117,43;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;377,2;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;776,47;FF
16/06/2023;3390;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;229,96;FF
16/06/2023;3390;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;255,71;FF
16/06/2023;3390;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;279,44;FF
16/06/2023;3390;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;163,95;FF
16/06/2023;3390;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;324,38;FF
16/06/2023;3390;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;246,52;FF
16/06/2023;3390;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;586,65;FF
16/06/2023;3390;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;814,2;FF
16/06/2023;3390;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;288,84;FF
16/06/2023;3390;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;117,79;FF
16/06/2023;3406;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;914,89;FF
16/06/2023;3406;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;616,48;FF
16/06/2023;3406;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;195,39;FF
16/06/2023;3406;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;732,75;FF
16/06/2023;3436;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;180,22;FF
16/06/2023;3438;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;191,67;FF
16/06/2023;3438;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;177,42;FF
16/06/2023;3438;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;203,59;FF
16/06/2023;3438;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;210,85;FF
16/06/2023;3438;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;146,77;FF
16/06/2023;3489;NOVO;EMPRESTIMO CONSIGNADO;BANCO C6 BANK;INSS;INSS;Margem Livre (Novo);INSS;12372,91;FF
16/06/2023;3521;REFINANCIAMENTO DA PORTABILIDADE;EMPRESTIMO CONSIGNADO;BANCO C6 BANK;INSS;INSS;Refinanciamento da Portabilidade;INSS;324,76;FF
16/06/2023;3521;PORTABILIDADE;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;INSS;INSS;Portabilidade;INSS;1723,68;FF
16/06/2023;3521;REFINANCIAMENTO DA PORTABILIDADE;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;INSS;INSS;Refinanciamento da Portabilidade;INSS;56,77;FF
16/06/2023;3521;REFINANCIAMENTO DA PORTABILIDADE;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;INSS;INSS;Refinanciamento da Portabilidade;INSS;1388,49;FF
16/06/2023;3521;NOVO;EMPRESTIMO CONSIGNADO;BANCO C6 BANK;INSS;INSS;Margem Livre (Novo);INSS;1107,3;FF
16/06/2023;3521;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;200;FF
16/06/2023;3521;NOVO;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;INSS;INSS;Margem Livre (Novo);INSS;17861,25;FF
16/06/2023;3521;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;519,78;FF
16/06/2023;3521;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;263,43;FF
16/06/2023;3521;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;258,72;FF
16/06/2023;3521;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;272,34;FF
16/06/2023;3521;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;275,94;FF
16/06/2023;3521;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;286,34;FF
16/06/2023;3521;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;340,08;FF
16/06/2023;3521;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;419,45;FF
16/06/2023;3521;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;697,25;FF
16/06/2023;3521;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;222,6;FF
16/06/2023;3521;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;524,34;FF
16/06/2023;3521;REFINANCIAMENTO;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;INSS;INSS;Refinanciamento;INSS;1588,39;FF
16/06/2023;3521;NOVO;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;GOVERNOS - BA;GOVERNOS;Margem Livre (Novo);GOVERNO BA;1334,28;FF
16/06/2023;3521;NOVO;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;INSS;INSS;Margem Livre (Novo);INSS;1728,43;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS;2370;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS;1800;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS - CARTÃO BENEFÍCIO;1740;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS - CARTÃO BENEFÍCIO;1250;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS - CARTÃO BENEFÍCIO;1290;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS;1530;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS - CARTÃO BENEFÍCIO;1530;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS - CARTÃO BENEFÍCIO;1250;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS - CARTÃO BENEFÍCIO;1910;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS - CARTÃO BENEFÍCIO;2380;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS;1250;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS;1250;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS - CARTÃO BENEFÍCIO;1250;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS - CARTÃO BENEFÍCIO;1250;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS;1250;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS - CARTÃO BENEFÍCIO;1250;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS;620;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS;1850;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque;INSS;1250;FF
16/06/2023;3521;SAQUE COMPLEMENTAR;CARTAO CONSIGNADO;BANCO DAYCOVAL;INSS;INSS;Cartão c/ saque complementar à vista;INSS;147;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO DAYCOVAL;FEDERAL;FEDERAL;Cartão c/ saque;FEDERAL;4650;FF
16/06/2023;3521;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO OLÉ CONSIGNADO;INSS;INSS;Cartão c/ saque;INSS;661,86;FF
16/06/2023;3643;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;393,52;FF
16/06/2023;3934;PORTABILIDADE;EMPRESTIMO CONSIGNADO;FACTA FINANCEIRA;INSS;INSS;Portabilidade;INSS;1583,2;FF
16/06/2023;3934;PORTABILIDADE;EMPRESTIMO CONSIGNADO;FACTA FINANCEIRA;INSS;INSS;Portabilidade;INSS;1371,06;FF
16/06/2023;3934;PORTABILIDADE;EMPRESTIMO CONSIGNADO;FACTA FINANCEIRA;INSS;INSS;Portabilidade;INSS;10738,31;FF
16/06/2023;3934;PORTABILIDADE;EMPRESTIMO CONSIGNADO;FACTA FINANCEIRA;INSS;INSS;Portabilidade;INSS;2603,62;FF
16/06/2023;3934;PORTABILIDADE;EMPRESTIMO CONSIGNADO;FACTA FINANCEIRA;INSS;INSS;Portabilidade;INSS;9784,42;FF
16/06/2023;3934;REFINANCIAMENTO;EMPRESTIMO CONSIGNADO;FACTA FINANCEIRA;INSS;INSS;Refinanciamento;INSS;650,57;FF
16/06/2023;3934;REFINANCIAMENTO;EMPRESTIMO CONSIGNADO;FACTA FINANCEIRA;INSS;INSS;Refinanciamento;INSS;3150,49;FF
16/06/2023;3934;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;500;FF
16/06/2023;3934;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;500;FF
16/06/2023;3934;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;860;FF
16/06/2023;3939;NOVO;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;INSS;INSS;Margem Livre (Novo);INSS;3840,3;FF
16/06/2023;3939;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;2081,4;FF
16/06/2023;3939;NOVO;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;INSS;INSS;Margem Livre (Novo);INSS;1461,37;FF
16/06/2023;3939;NOVO;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;INSS;INSS;Margem Livre (Novo);INSS;1667,44;FF
16/06/2023;3939;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;789,06;FF
16/06/2023;3939;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;744,6;FF
16/06/2023;3939;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;1077,1;FF
16/06/2023;3939;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;218,61;FF
16/06/2023;3939;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;900;FF
16/06/2023;3939;NOVO;EMPRESTIMO CONSIGNADO;BANCO PAN;INSS;INSS;Margem Livre (Novo);INSS;5003,33;FF
16/06/2023;3939;NOVO;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;INSS;INSS;Margem Livre (Novo);INSS;5003,08;FF
16/06/2023;3939;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;174,35;FF
16/06/2023;3959;NOVO;EMPRESTIMO CONSIGNADO;FACTA FINANCEIRA;INSS;INSS;Margem Livre (Novo);INSS;898,43;FF
16/06/2023;3959;NOVO;EMPRESTIMO CONSIGNADO;FACTA FINANCEIRA;FACTA;FACTA;Margem Livre (Novo);FACTA FÁCIL;1000,01;FF
16/06/2023;3959;NOVO;EMPRESTIMO CONSIGNADO;BANCO C6 BANK;INSS;INSS;Margem Livre (Novo);INSS;21896,19;FF
16/06/2023;4037;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;644,02;FF
16/06/2023;4133;REFINANCIAMENTO DA PORTABILIDADE;EMPRESTIMO CONSIGNADO;BANCO C6 BANK;INSS;INSS;Refinanciamento da Portabilidade;INSS;944,15;FF
16/06/2023;4133;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;177,26;FF
16/06/2023;4133;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;151,46;FF
16/06/2023;4133;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;256,9;FF
16/06/2023;4133;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;113,3;FF
16/06/2023;4133;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;295,12;FF
16/06/2023;4133;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;201,81;FF
16/06/2023;4133;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;560,54;FF
16/06/2023;4133;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;558,06;FF
16/06/2023;4133;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;79,47;FF
16/06/2023;4133;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;219,27;FF
16/06/2023;4133;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;198,34;FF
16/06/2023;4133;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;635,24;FF
16/06/2023;4133;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;209,4;FF
16/06/2023;4133;CARTAO COM SAQUE;CARTAO CONSIGNADO;BANCO PAN;INSS;INSS;Cartão c/ saque;INSS - CARTÃO BENEFÍCIO;1687;FF
16/06/2023;4133;CARTAO BENEFICIO;CARTAO BENEFICIO;BANCO MASTER;PREFEITURAS - GO;PREFEITURAS;Cartão c/ saque;PREF. DE GOIÂNIA - GO - Cartão Benefício;776,66;FF
16/06/2023;4133;CARTAO BENEFICIO;CARTAO BENEFICIO;BANCO MASTER;INSS;INSS;Cartão c/ saque;INSS - CARTÃO BENEFÍCIO;1329,63;FF
16/06/2023;4381;REFINANCIAMENTO;EMPRESTIMO CONSIGNADO;BANCO C6 BANK;INSS;INSS;Refinanciamento;INSS;546,89;FF
16/06/2023;4381;REFINANCIAMENTO;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;INSS;INSS;Refinanciamento;INSS;434,15;FF
16/06/2023;4381;NOVO;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;INSS;INSS;Margem Livre (Novo);INSS;1120,78;FF
16/06/2023;4630;NOVO;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;GOVERNOS - GO;GOVERNOS;Margem Livre (Novo);GOVERNO GO;6000,17;FF
16/06/2023;4630;NOVO;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;GOVERNOS - GO;GOVERNOS;Margem Livre (Novo);GOVERNO GO;4627,54;FF
16/06/2023;4656;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;880,31;FF
16/06/2023;4656;NOVO;EMPRESTIMO CONSIGNADO;BANCO DAYCOVAL;MARINHA;FORCAS ARMADAS;Margem Livre (Novo);MARINHA;18653,93;FF
16/06/2023;4660;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;230;FF
16/06/2023;4660;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;270;FF
16/06/2023;4660;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;300;FF
16/06/2023;4660;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;591,85;FF
16/06/2023;4660;FGTS;FGTS;BANCO C6 BANK;FGTS;FGTS;Margem Livre (Novo);FGTS;661;FF
16/06/2023;4747;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;943,21;FF
16/06/2023;4775;NOVO;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;GOVERNOS - PR;GOVERNOS;Margem Livre (Novo);GOVERNO PR;5933,31;FF
16/06/2023;4775;CARTAO BENEFICIO;CARTAO BENEFICIO;BANCO MASTER;GOVERNOS - PR;GOVERNOS;Cartão c/ saque;GOVERNO PR - CARTÃO BENEFÍCIO;534,66;FF
16/06/2023;4908;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;177,66;FF
16/06/2023;4909;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;267,83;FF
16/06/2023;4938;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;274,71;FF
16/06/2023;4938;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;3554,47;FF
16/06/2023;5060;FGTS;FGTS;BANCO MASTER;FGTS;FGTS;Margem Livre (Novo);FGTS;973,56;FF
16/06/2023;5064;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;156,03;FF
16/06/2023;5064;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;153,81;FF
16/06/2023;5064;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;115,94;FF
16/06/2023;5064;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;156,53;FF
16/06/2023;5064;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;152,1;FF
16/06/2023;5064;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;135,52;FF
16/06/2023;5064;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;161,18;FF
16/06/2023;5064;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;135,87;FF
16/06/2023;5064;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;102,56;FF
16/06/2023;5093;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;230,83;FF
16/06/2023;5094;CARTAO BENEFICIO;CARTAO BENEFICIO;BANCO MASTER;INSS;INSS;Cartão c/ saque;INSS - CARTÃO BENEFÍCIO;1531,1;FF
16/06/2023;5128;NOVO;EMPRESTIMO CONSIGNADO;BANCO C6 BANK;INSS;INSS;Margem Livre (Novo);INSS;13000;FF
16/06/2023;5374;NOVO;EMPRESTIMO CONSIGNADO;BANCO SANTANDER;PREFEITURAS - AL;PREFEITURAS;Margem Livre (Novo);PREF. DE MACEIÓ - AL;1.431,43;FF
16/06/2023;5406;NOVO;EMPRESTIMO CONSIGNADO;BANCO OLÉ CONSIGNADO;INSS;INSS;Margem Livre (Novo);INSS;1933,27;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;475,7;FF
16/06/2023;5480;FGTS;FGTS;BANCO MERCANTIL DO BRASIL;FGTS;FGTS;Margem Livre (Novo);FGTS;207,86;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;154,24;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;277,74;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;151,03;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;1886,46;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;1148,33;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;301,36;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;170,74;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;130,97;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;713,8;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;172,16;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;148,42;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;124,15;FF
16/06/2023;5480;FGTS;FGTS;BANCO PAN;FGTS;FGTS;Margem Livre (Novo);FGTS;367;FF
