Data;DTP - 01 ano(1º REF);Poliomielite(VOP/VIP)(1ºREF);FA(< 1 ano);Varicela;Tríplice Viral - D1;Rotavírus Humano;Pneumocóccica(1 ano);Menigocócica Conj.C(< 1 ano);Pentavalente (< 1 ano);Tríplice Viral - D2;Hepatite A;Pneumocóccica(<1 ano);BCG;Menigocócica Conj.C(1 ano);Poliomielite(< 1 ano);População;Região
01/10/2018;92,52;88,5;87,46;96,31;78,96;113,78;79,65;95,97;116,08;94,82;94,36;116,08;97,12;74,48;114,13;10441;321 - AMUNESC - JOINVILLE
01/05/2015;110,32;102,3;0;71,71;114,33;109,82;106,81;121,86;123,86;72,21;122,86;122,36;83,74;120,85;125,37;2393;314 - AMESC - ARARANGUA
01/05/2016;76,3;0;0,47;75,82;79,59;92,78;73;99,84;79,12;83,83;79,59;99,84;87,6;82,89;79,59;2548;314 - AMESC - ARARANGUA
01/12/2016;72,92;75,27;1,01;75,27;72,92;76,62;72,25;78,63;77,96;74,94;76,62;79,31;88,04;71,24;77,63;3571;325 - AMVALI - JARAGUA DO SUL
01/10/2019;6,56;118,89;102,6;124,77;118,67;109,62;113,91;119,34;42,08;127,38;130,77;111,99;87,78;110,52;114,93;10608;321 - AMUNESC - JOINVILLE
01/12/2017;64,18;62,84;1,34;57,46;68,22;73,26;67,88;80,99;94,43;62,17;64,86;68,22;72,92;67,21;94,76;3571;325 - AMVALI - JARAGUA DO SUL
01/10/2019;2,59;107,2;90,89;119,91;121,82;105,96;117,32;118,9;34,98;122,72;116,42;110,01;74,35;108,32;113,95;10668;315 - AMFRI - ITAJAI
01/07/2020;68,5;60,54;57,13;61,96;62,81;80,44;61,11;83,85;96,35;62,25;65,09;84,98;71,34;66,22;87,26;4222;323 - AMURES - LAGES
01/12/2018;70,04;65,68;67,69;69,7;69,37;103,55;69,03;155,15;92,82;69,7;73,05;105,22;102,21;100,87;92,15;3581;325 - AMVALI - JARAGUA DO SUL
01/10/2015;69,75;70,83;0;42,88;76,13;104,92;74,8;102,63;96,25;44,33;75,89;95,64;97,69;72,76;95,52;9962;321 - AMUNESC - JOINVILLE
01/10/2017;87,39;86,23;0,7;76,26;88,31;117,06;82,75;112,07;111,15;78,69;91,21;117,75;71,62;81,59;111,61;10354;321 - AMUNESC - JOINVILLE
01/10/2018;100,44;97,87;74,98;118,07;87,94;113,64;86,77;124,5;110,72;119,01;97,64;116,91;81,17;104,29;109,2;10275;315 - AMFRI - ITAJAI
01/07/2021;74,77;70,57;49,85;57,36;71,17;70,27;48,65;81,08;67,27;35,14;76,28;77,18;82,28;67,87;66,97;3996;323 - AMURES - LAGES
01/10/2016;73,71;117,4;0,12;82,06;71,28;99,79;66,53;100,83;97,47;80,9;77,3;102,57;90,17;65,02;94,34;10354;321 - AMUNESC - JOINVILLE
01/12/2019;4,85;84,95;98,2;106,59;87,86;107,24;60,4;103,36;21,32;108,21;106,59;107,24;150,85;82,37;115,96;3715;325 - AMVALI - JARAGUA DO SUL
01/10/2017;80,93;78,69;0,5;71,38;76,96;97,41;72,62;112,65;108,07;72,25;81,05;119,34;86,5;70,27;105,09;9683;315 - AMFRI - ITAJAI
01/10/2021;91;92,75;87,93;94,93;98,87;101,06;97,12;100,62;96,68;66,93;94,06;103,68;90,12;92,31;97,56;2743;316 - AMMOC - JOACABA
01/06/2016;87,99;0,62;0,25;89,72;92,2;96,29;82,54;84,15;72,99;87,12;88,36;96,42;116,24;86,01;71,01;9683;315 - AMFRI - ITAJAI
01/02/2020;106,87;84,98;61,96;82,71;78,16;71,62;66,22;82,43;45,48;85,84;77,88;72,76;43,49;75,04;69,35;4222;323 - AMURES - LAGES
01/11/2020;104,36;96,73;86,03;108,53;99,64;107,08;104,9;116,52;131,94;113,43;108,17;109,8;99,09;106,53;111,25;6612;318 - AMOSC - CHAPECO
01/10/2020;135,77;130,5;97,99;144,56;137,09;100,62;133,58;95,35;114,68;125,23;136,21;104,58;75,14;119,08;94,91;2731;316 - AMMOC - JOACABA
01/10/2016;57,38;69,9;0;58,74;64,44;75,72;62,34;68,9;75,97;56,64;55,64;81,54;86,13;56,26;72,13;9683;315 - AMFRI - ITAJAI
01/06/2015;86,27;90,76;0,66;87,19;122,68;121,49;94,45;115,82;102,5;85,21;116,74;100,91;180,72;110,15;99,2;9097;315 - AMFRI - ITAJAI
01/02/2021;75,38;65,17;68,77;76,28;83,78;76,28;57,06;96,4;83,48;73,27;70,57;80,78;68,47;86,19;83,18;3996;323 - AMURES - LAGES
01/02/2022;62,92;63,52;50,58;59,31;85,2;70,75;59,31;79,18;72,25;42,15;70,15;74,96;18,97;75,56;73,76;3986;323 - AMURES - LAGES
01/10/2015;77,04;72,02;0,4;27,97;79,28;115,55;80,47;112,78;105,4;25,33;73,74;99,73;78,62;78,22;112,65;9097;315 - AMFRI - ITAJAI
01/02/2016;80,4;68,99;0,27;70,08;110,55;97,24;100,5;106,47;89,63;70,62;21,46;97,78;126,84;108,37;82,84;4418;322 - AMUREL - TUBARAO
01/02/2023;53,02;51,11;45,08;33,65;78,1;66,67;43,17;67,3;70,16;24,13;51,43;71,43;78,1;70,16;71,43;3780;323 - AMURES - LAGES
01/12/2015;5,14;4,45;9,24;14,04;8,22;15,06;14,72;8,9;6,16;10,96;5,82;20,2;40,06;6,85;6,16;3505;325 - AMVALI - JARAGUA DO SUL
01/02/2015;89,81;86,79;0,27;95,03;104,65;92,29;96,41;107,39;103;93,66;103,82;88,72;70,86;109,59;102,17;4369;322 - AMUREL - TUBARAO
01/02/2023;74,09;73,5;75,87;64,9;104,62;78,83;94,84;81,21;78,83;58,98;78,54;80,91;87,43;81,8;77,35;4049;310 - AMARP - VIDEIRA
01/01/2019;97,99;94,91;126,99;96,23;121,71;118,64;118,2;122,59;119,96;96,23;82,61;121,27;108,97;145,44;115,56;2731;316 - AMMOC - JOACABA
01/06/2017;92,49;90,28;0,46;91,44;94,92;84,14;95,15;84,37;52,39;91,56;98,74;87,73;95,5;95,38;75,45;10354;321 - AMUNESC - JOINVILLE
01/05/2022;76,56;82,29;42,8;80,18;58,18;98,87;86,81;88,62;78,07;30,44;92,84;103,69;114,24;88,92;78,37;3981;312 - AMAVI - RIO DO SUL
01/02/2016;54,4;45,27;82,77;30,51;89,38;91,32;72,67;96,18;96,57;37,31;5,44;95,01;80,83;88,99;73,64;6176;318 - AMOSC - CHAPECO
01/07/2018;105,31;106,84;91,3;117,58;109,53;102,05;106,84;107,23;102,81;116,62;115,28;100,51;106,65;106,27;105,88;6256;318 - AMOSC - CHAPECO
01/02/2018;75,98;78,07;30,55;80,16;96,61;84,6;92,17;93,47;59,01;78,85;79,9;91,91;87,47;93,21;85,9;4596;322 - AMUREL - TUBARAO
01/02/2022;69,88;65,85;67;57,51;84,83;60,1;78,5;66,43;68,15;58,66;57,23;69,59;93,75;66,43;66,43;4173;310 - AMARP - VIDEIRA
01/10/2019;19,69;84,17;122,56;102,38;104,35;94,5;110,75;106,32;50,7;103,86;104,84;95,98;76,78;107,3;97,46;2438;309 - AMAI - XANXERE
01/01/2018;99,59;97,37;111,15;96,92;111,15;108,04;109,82;114,26;128,05;96,92;117,82;115,6;109,82;98,26;122,71;2699;316 - AMMOC - JOACABA
01/06/2016;96,43;2,78;0,12;114,74;103,73;122,27;106,51;113,58;108,25;115,78;112,65;124,59;126,68;102,11;101,53;10354;321 - AMUNESC - JOINVILLE
01/02/2017;72,47;68,01;83,94;72,86;88,02;62,18;81,22;78,89;72,67;73,45;72,09;68,2;119,49;86,27;73,06;6176;318 - AMOSC - CHAPECO
01/07/2019;96,37;96,01;97,1;90,38;100,54;97,82;101,45;103,81;97,46;90,93;106,72;98,55;104,72;99,09;102,9;6612;318 - AMOSC - CHAPECO
01/06/2019;89,2;70,87;71,2;77,17;83,8;89,31;80,88;82,11;84,36;77,62;77,5;92,46;98,99;77,62;83,69;10668;315 - AMFRI - ITAJAI
01/04/2022;66,67;66,91;74,21;69,15;81,04;79,75;84,7;80,34;78,57;61,96;71,39;82,34;43;80,81;79,98;10187;317 - AMMVI - BLUMENAU
01/11/2020;82,71;67,36;57,41;88,96;88,96;86,12;48,03;100,62;103,17;68,21;98,63;94,93;84,13;78,73;104,03;4222;323 - AMURES - LAGES
01/06/2019;78,21;79,09;78,21;77,77;81,29;100,62;80,41;88,76;84,8;77,77;85,68;101,06;103,7;83,49;86,12;2731;316 - AMMOC - JOACABA
01/07/2019;108,17;98,76;83,42;92,57;111,88;99,5;99,5;96,29;95,79;92,57;101,98;98,76;99,26;101,49;97,77;4848;322 - AMUREL - TUBARAO
01/02/2017;59,21;58,4;0,54;69,53;80,67;63,56;79,58;65,46;61,11;70,62;68,72;65,73;94,52;70,35;64,37;4418;322 - AMUREL - TUBARAO
01/05/2015;73,93;74,41;45,26;62,09;89,57;92,89;78,91;86,26;75,59;63,98;95,73;75,36;113,03;78,67;74,41;5064;319 - AMPLA - MAFRA
01/07/2016;76,17;0,58;90,35;91,71;89,18;102,98;88,8;91,32;84,13;91,52;96,37;99,68;55,18;86,46;84,13;6176;318 - AMOSC - CHAPECO
01/11/2021;72,41;70,66;89,72;96,9;105,12;83,25;74,16;88,5;98,82;82,9;94,8;86,4;92,87;91,65;96,72;6861;318 - AMOSC - CHAPECO
01/01/2017;123,55;115,5;132,54;119,76;138,22;117,87;133,02;125,44;117,4;119,76;125,44;124,02;112,19;139,64;115,98;2535;316 - AMMOC - JOACABA
01/06/2015;80,95;81,91;0;85,52;113,11;94,08;104,92;101,91;89,98;82,87;108,17;91,91;137,8;105,64;89,5;9962;321 - AMUNESC - JOINVILLE
01/06/2018;65,05;71,82;44,85;75,09;98,34;100,55;92,61;86,19;92,61;74,39;81,52;103,47;94,01;90,28;80,58;10275;315 - AMFRI - ITAJAI
01/03/2015;78,74;89,7;5,82;65,05;107,5;108,53;110,58;101;117,09;60,94;122,91;119,49;186,93;103,05;117,77;3505;325 - AMVALI - JARAGUA DO SUL
01/11/2021;73,87;75,08;51,95;58,86;78,68;78,38;63,06;81,68;76,28;45,35;74,47;84,38;50,75;69,97;80,18;3996;323 - AMURES - LAGES
01/05/2020;103,01;108,43;109,04;99,1;111,14;93,67;106,33;98,19;98,19;98,49;100,3;97,89;68,37;113,86;91,57;3984;312 - AMAVI - RIO DO SUL
01/06/2018;83,59;82,25;93,81;94,26;104,04;87,59;105,37;101,37;99,15;94,7;101,82;93,81;92,92;93,81;92,03;2699;316 - AMMOC - JOACABA
01/11/2015;88,17;74,71;0,27;61,8;89,81;101,35;78;106,57;106,84;64,82;81,3;105,75;100,8;88,44;109,32;4369;322 - AMUREL - TUBARAO
01/05/2016;75,32;0;55,91;76,01;93,34;88,95;84,33;84,1;77,86;77,17;64,23;90,8;90,57;87,79;73,47;5194;319 - AMPLA - MAFRA
01/11/2022;82,81;85,6;97,11;113,15;102,86;94,84;84,21;104,08;103,91;100,77;104,61;98,68;107,92;90,83;102,34;6883;318 - AMOSC - CHAPECO
01/05/2021;101,55;91,24;78;80,35;83,3;85,36;73,58;78,59;95,36;66,23;98,31;85,06;85,36;73,29;101,25;4077;312 - AMAVI - RIO DO SUL
01/01/2016;95,15;28,4;130,18;99,41;126,86;124,97;120,71;123,55;106,04;101,3;64,38;124,97;122,13;131,6;88,05;2535;316 - AMMOC - JOACABA
01/02/2015;100,45;90,32;118,91;55,38;116,13;118,91;126,85;127,64;122,88;55,38;115,73;119,31;151,86;120,1;122,28;6045;318 - AMOSC - CHAPECO
01/07/2017;97,73;93,65;76,94;99,48;95,21;109,39;85,88;100,26;81,99;99,68;98,12;107,06;125,91;95,01;88,21;6176;318 - AMOSC - CHAPECO
01/10/2022;78,31;82,38;89,17;78,31;108,64;110;78,76;97,32;101,85;50,7;89,17;111,81;85,1;71,97;100,49;2651;316 - AMMOC - JOACABA
01/06/2017;76,84;80,55;0,62;81,54;88,61;82,66;88,73;78,69;52,92;82,54;86,5;88,86;99,51;82,04;76,09;9683;315 - AMFRI - ITAJAI
01/03/2016;102,83;98,8;1,01;111,57;112,24;92,41;112,24;99,8;107,53;115,93;99,13;96,11;111,9;112,57;108,88;3571;325 - AMVALI - JARAGUA DO SUL
01/11/2022;59,61;63,52;39,44;73,46;74,96;74,96;44,86;71,05;76,47;63,82;67,74;83,99;77,67;67,13;77,97;3986;323 - AMURES - LAGES
01/06/2017;106,98;99,41;89,94;110,3;109,82;112,19;98,93;100,83;62,96;110,77;111,24;107,93;133,49;103,2;93,73;2535;316 - AMMOC - JOACABA
01/02/2019;76,98;78,47;105,2;74,75;71,53;75,25;83,42;86,88;87,13;75,5;81,44;78,71;72,77;92,08;88,12;4848;322 - AMUREL - TUBARAO
01/07/2015;88,44;84,6;0;85,97;95,86;120,85;89,81;117,56;100,8;78,83;85,42;100,53;105,2;102,45;99,43;4369;322 - AMUREL - TUBARAO
01/10/2016;109,88;152,09;107,2;89,78;109,21;106,53;102,51;100,5;116,58;89,11;101,84;113,9;121,27;97,15;120,6;1791;309 - AMAI - XANXERE
01/11/2017;80,4;79,86;0,54;79,04;80,13;122,77;73,34;117,07;102,94;82,03;85,56;112,72;100,23;74,69;108,65;4418;322 - AMUREL - TUBARAO
01/07/2022;78,27;78,27;40,64;77,67;99,65;80,38;56,3;81,28;68,34;44,56;77,07;84,9;101,46;86,7;69,54;3986;323 - AMURES - LAGES
01/06/2016;98,93;0,47;93,73;104,62;94,2;106,04;96,09;102,25;93,25;105,56;87,1;109,35;115,03;93,73;94,67;2535;316 - AMMOC - JOACABA
01/04/2022;55,07;56,93;40,54;59,39;80,33;59,76;47,69;65,35;63,79;53,13;62,37;64,16;14,08;64,68;59,09;16104;326 - GRANFPOLIS - FPOLIS
01/07/2015;81,79;75,24;84,37;44,47;102,03;107;99,26;109,18;101,04;45,26;101,44;99,26;97,67;96,08;95,09;6045;318 - AMOSC - CHAPECO
01/10/2015;66,82;22,27;92,44;38,98;77,4;106,36;68,49;96,33;107,47;42,88;73,5;106,91;98;69,61;109,14;2155;309 - AMAI - XANXERE
01/05/2019;88,51;102,3;85,4;104,97;92,96;86,29;98,3;84,51;92,96;104,97;112,08;91,62;118,31;88,95;92,51;2698;314 - AMESC - ARARANGUA
01/02/2023;54,76;56,73;90,05;58,38;92,69;67,95;77,84;90,05;90,38;60,03;62,01;70,26;115,78;79,16;88,4;3638;325 - AMVALI - JARAGUA DO SUL
01/11/2016;72,79;68,18;0;76,32;74,97;89,36;69,81;80,4;82,84;76,87;78,5;91,26;70,89;71,98;73,06;4418;322 - AMUREL - TUBARAO
01/06/2015;80,29;75;72,6;44,23;93,75;113,46;90,38;100,96;96,15;50,48;100,48;95,67;112,5;88,46;81,25;2496;316 - AMMOC - JOACABA
01/04/2021;97,05;99,13;82,7;82,18;117,7;84,34;86,49;89,02;93,93;76,76;104,4;89,99;34,33;105,89;90,95;16149;326 - GRANFPOLIS - FPOLIS
01/10/2018;128,59;103,39;96,19;121,39;82,81;129,62;87,96;118,3;117,27;119,33;108,02;135,28;112,64;119,85;112,64;2333;309 - AMAI - XANXERE
01/07/2017;67,9;70,08;0;83,66;86,65;96,15;76,6;95,88;87,73;86,92;81,48;99,14;130,92;73,88;85,83;4418;322 - AMUREL - TUBARAO
01/06/2019;116,06;79,75;79,19;83,26;91,63;93,21;91,63;96,38;89,93;83,03;86,65;95,14;106,79;96,15;89,37;10608;321 - AMUNESC - JOINVILLE
01/06/2017;119,26;107,2;107,2;113,23;107,87;129,98;100,5;123,28;107,87;117,25;115,91;140,7;175,54;106,53;109,21;1791;309 - AMAI - XANXERE
01/02/2018;66,94;67,52;85,74;79,8;94,57;89,39;93,03;94,76;91,69;78,07;71,74;85,36;62,34;91,11;92,07;6256;318 - AMOSC - CHAPECO
01/04/2020;88,62;65,66;64,71;65,78;71,73;90,4;63,52;88,5;86,48;68,04;66,85;92,9;65,07;63,05;83,51;10088;317 - AMMVI - BLUMENAU
01/02/2021;86,18;84,2;70,3;96,1;83,35;75,97;87,6;74,84;90,15;100,92;70,3;71,16;73,99;72,29;80,79;4233;310 - AMARP - VIDEIRA
01/05/2018;83,73;83,73;53,7;85,55;126,51;86,46;113,77;86,92;80,09;84,19;89,19;88,74;105,57;116,95;72,35;2637;314 - AMESC - ARARANGUA
01/04/2021;123,01;107,19;110,61;84,76;136,23;105,54;135,41;105,89;111,09;87,12;87,71;110,38;55,84;133,04;107,66;10165;317 - AMMVI - BLUMENAU
01/06/2016;132,66;0,67;109,21;166,16;142,71;140,7;139,36;137,35;131,99;166,83;146,06;144,05;154,77;144,05;136,68;1791;309 - AMAI - XANXERE
01/11/2019;31,44;64,11;92,82;83,42;84,9;80,69;79,7;99,01;72,28;84,65;84,9;83,91;76,49;84,65;99,75;4848;322 - AMUREL - TUBARAO
01/07/2018;106,01;104,96;67,1;108,09;113,84;95,04;111,49;95,82;84,07;108,88;115,4;97,13;103,13;109,14;94,26;4596;322 - AMUREL - TUBARAO
01/07/2016;82,3;8,15;0,27;111,91;85,56;100,5;82,3;101,31;84,47;108,1;96,42;95,88;102,94;87,46;82,57;4418;322 - AMUREL - TUBARAO
01/06/2018;79,53;81,26;64,13;76,66;95,74;99,76;97,35;93,21;90,11;77,58;85,16;102,98;91,83;92,63;83,56;10441;321 - AMUNESC - JOINVILLE
01/02/2019;77,31;74,77;94,92;82,21;82,94;79,49;86,57;97,46;87,84;82,4;81,13;81,31;101,09;84,75;89,66;6612;318 - AMOSC - CHAPECO
01/10/2017;99,16;93,8;98,49;83,75;104,52;162,81;87,77;130,65;140,7;82,41;97,82;168,17;125,96;93,13;140,03;1791;309 - AMAI - XANXERE
01/02/2020;152,5;87,56;105,82;122,64;111,91;93,94;108,72;107,85;41,75;128,73;109,88;102,63;115,97;91,62;101,18;4139;310 - AMARP - VIDEIRA
01/05/2017;88,54;82,42;1,41;104,08;120,09;105,49;103,14;88,07;98,43;104,55;95,13;104,55;141,29;113,97;99,37;2548;314 - AMESC - ARARANGUA
01/06/2015;71,83;73,5;59,58;82,97;96,89;110,81;99,12;112,48;115,27;82,41;90,21;115,82;138,65;101,35;108,58;2155;309 - AMAI - XANXERE
01/11/2018;97,65;101,04;75,98;110,97;82,51;96,34;91,91;92,95;98,17;110,97;109,66;100,52;101,04;89,82;96,34;4596;322 - AMUREL - TUBARAO
01/02/2020;123,41;62,98;66,79;82,21;74,05;63,34;74,05;71,14;58,26;87,84;76,04;64,25;86,93;72,05;71,87;6612;318 - AMOSC - CHAPECO
01/07/2022;91,36;87,52;104,26;105,3;133,9;97,81;92,75;98,68;107,92;90,14;106,17;106;118,38;105,48;106,87;6883;318 - AMOSC - CHAPECO
01/02/2020;191,55;124,04;118,55;136,31;134,37;93,67;117,58;114,02;72,03;138,57;134,7;97,87;169,91;137,28;96,9;3715;325 - AMVALI - JARAGUA DO SUL
01/08/2018;129,58;130,42;100,81;106,12;129,3;97,74;136,56;108,63;134,33;108,91;129,3;109,75;96,07;125,67;115,89;4297;310 - AMARP - VIDEIRA
01/06/2019;82,69;70,88;84,66;73,34;85,64;83,18;84,66;76,29;82,2;73,34;75,8;84,17;95,98;79,74;79,25;2438;309 - AMAI - XANXERE
01/03/2016;82,19;76,77;78,48;83,04;102,16;103,88;101,59;108,44;107,3;84,76;75,91;107,02;121,57;100,74;104,73;4205;310 - AMARP - VIDEIRA
01/04/2020;78,89;64,1;66,44;71,61;64,8;81,24;57,76;81,24;84,05;75,6;67,85;81,24;87,11;63,16;73,96;5111;319 - AMPLA - MAFRA
01/05/2018;112,09;121,72;85,96;116,91;118,97;90,77;109,34;85,96;71,52;117,59;135,47;96,28;107,97;110,03;74,96;1745;311 - AMAUC - CONCORDIA
01/02/2021;69,96;56,49;71,36;66,46;59,29;68,04;66,29;79,41;69,26;75,38;65,76;68,74;97,94;69,96;75,91;6861;318 - AMOSC - CHAPECO
01/06/2018;76,13;82,81;61,72;88,98;99,79;110,59;97,73;109,56;93,1;88,98;92,07;114,7;101,33;100,3;86,41;2333;309 - AMAI - XANXERE
01/08/2019;24,64;64,36;71,32;114,23;116,55;96,83;111,33;95,68;51,03;115,1;106,69;93,65;83,5;113,07;94,23;4139;310 - AMARP - VIDEIRA
01/03/2017;105,87;102,73;109,01;97,31;117,57;111,3;106,73;100,45;118,43;97,31;122,43;104,45;119,86;115,58;114,44;4205;310 - AMARP - VIDEIRA
01/05/2022;77,98;81,37;24,79;54,89;19,01;80,47;85,33;77,75;71,53;11,77;84,09;86,01;102,76;79,11;70,73;10603;321 - AMUNESC - JOINVILLE
01/05/2017;83,67;91,64;77,03;93,64;136,8;98,95;101,6;92,97;76,37;94,96;96,29;98,28;122,19;101,6;89,65;1807;311 - AMAUC - CONCORDIA
01/07/2020;88,93;101,81;88,2;100,73;92,2;100,36;93,28;103,81;112,34;110,89;97,82;103,27;85,66;101,45;97,64;6612;318 - AMOSC - CHAPECO
01/03/2018;81,55;79,03;91,32;85,73;90,48;75,4;91,32;77,36;11,73;84,9;82,94;79,59;99,98;94,39;73,17;4297;310 - AMARP - VIDEIRA
01/05/2021;91,33;88,43;84,5;84,38;104,18;97,12;97,58;93,99;94,45;76,51;93,06;98,97;83,46;92,83;90,75;10367;321 - AMUNESC - JOINVILLE
01/02/2022;89,04;89,04;101,67;86,45;111,71;90,02;97,46;96,17;98,76;88,07;87,1;91,96;147,65;105,56;98,43;3706;325 - AMVALI - JARAGUA DO SUL
01/04/2022;84,74;84;67,64;84;87,42;76,19;86,45;88,4;83,03;63,98;85,71;76,19;80,34;85,71;79,61;4914;319 - AMPLA - MAFRA
01/04/2020;37,56;30,77;27,35;32,89;33,55;50,9;33,69;41,06;36,39;34,86;28,88;52,58;27,93;30,48;40,55;16455;326 - GRANFPOLIS - FPOLIS
01/07/2021;76,08;69,96;73,63;83,95;100,22;89,55;79,76;95,32;79,93;69,09;83,6;91,65;97,25;84,65;78,71;6861;318 - AMOSC - CHAPECO
01/10/2019;12,74;126,55;107,65;130,94;133,14;104,58;126,99;106,33;29,88;138,41;125,67;106,33;93,15;123,47;94,47;2731;316 - AMMOC - JOACABA
01/03/2019;51,03;87,27;107,85;82,34;104,95;102,05;102,34;95,97;104,08;82,05;96,55;97,41;98,28;98,57;104,95;4139;310 - AMARP - VIDEIRA
01/05/2020;113,35;90,05;127,49;128,51;131,67;125,11;115,72;115,05;113,35;131,56;132,35;128,51;124,1;132,92;107,81;10608;321 - AMUNESC - JOINVILLE
01/05/2019;100,4;94,39;85,97;100,4;119,04;90,18;110,02;94,39;88,38;99,8;96,19;92,59;121,44;126,25;90,18;1996;311 - AMAUC - CONCORDIA
01/02/2021;76,51;74,16;108,39;73,15;107,05;91,61;89,26;102,01;102,68;74,5;75,84;91,95;128,19;106,04;100,34;3576;325 - AMVALI - JARAGUA DO SUL
01/04/2021;90,36;84,4;82,5;62,71;92,99;80,83;88,46;90,84;79,16;51,74;90,6;82,5;81,06;93,94;77,97;5033;319 - AMPLA - MAFRA
01/07/2020;127,45;112,24;104,9;101,22;109,09;102,27;113,29;118,53;118,53;97,55;108,04;105,42;80,24;106,47;106,99;2288;313 - AMEOSC - SAO MIGUEL DO OESTE
01/11/2020;74,01;75,5;77,48;86,63;77,97;95,3;72,77;108,66;106,68;80,45;88,86;100,5;100,25;74,01;104,21;4848;322 - AMUREL - TUBARAO
01/05/2016;116,1;0,88;0,88;136,96;121,69;100,68;107,87;107,55;100,2;138,31;115,94;110,35;108,19;118,18;94,85;15018;326 - GRANFPOLIS - FPOLIS
01/05/2017;93,11;92,18;70,7;96,57;107,43;90,57;96,34;88,72;84,33;98,19;98,19;94,26;115,98;105,12;85,02;5194;319 - AMPLA - MAFRA
01/05/2022;52,04;54,52;37,14;61,65;61,86;92,09;85,94;90,8;85,18;39,41;84,21;100,19;149,74;60,67;86,48;11115;315 - AMFRI - ITAJAI
01/11/2022;81,96;83,68;95,18;95,18;85,69;96,33;79,65;106,97;93,75;92,6;85,69;97,48;92,31;64,13;92,31;4173;310 - AMARP - VIDEIRA
01/01/2015;56,25;49,04;84,13;23,08;93,75;94,23;82,21;85,1;76,92;24,52;82,69;75,48;61,06;85,1;71,15;2496;316 - AMMOC - JOACABA
01/09/2020;95,76;97,3;78,98;84,81;90,64;108,25;86,95;110,51;94,81;81,48;85,65;112,41;83,98;88,14;93,14;10088;317 - AMMVI - BLUMENAU
01/05/2021;79,03;78,03;32,51;74,53;84,04;93,54;86,54;85,04;72,03;60,03;65,03;96,04;84,04;85,54;74,53;2399;309 - AMAI - XANXERE
01/03/2017;68,89;68,22;1,34;66,2;75,27;81,32;79,31;74,94;80,31;66,2;69,22;82,67;106,86;76,28;81,32;3571;325 - AMVALI - JARAGUA DO SUL
01/05/2020;92,52;91,26;91,89;91,05;99,22;85,4;104,45;88,96;73,68;94,4;94,19;88,54;85,4;102,77;77,45;5733;320 - AMREC - CRICIUMA
01/05/2015;91,4;85,28;0,66;89,67;112,91;94,3;104,39;87,19;81,64;87,02;113,9;86,69;114,98;103,15;79,41;14507;326 - GRANFPOLIS - FPOLIS
01/11/2021;81,93;79,94;75,12;78,53;98,09;80,51;80,79;91,85;98,65;69,74;65,49;77,68;65,2;67,75;98,09;4233;310 - AMARP - VIDEIRA
01/02/2021;86,04;70,35;82,5;76,93;89,08;61,24;90,59;79,46;83;76,93;72,37;61,24;53,14;86,55;82,5;2371;313 - AMEOSC - SAO MIGUEL DO OESTE
01/05/2022;60,55;52,11;21,34;31,76;47,64;90,82;88,83;82,88;80,89;31,27;39,7;99,75;102,23;86,85;80,4;2418;309 - AMAI - XANXERE
01/03/2018;97,85;96,84;48,59;96,17;100,87;82,44;102,21;94,83;80,09;98,52;99,19;80,42;108,91;99,86;99,86;3581;325 - AMVALI - JARAGUA DO SUL
01/02/2020;167,31;82,87;68,71;88,64;78,67;79,2;76,57;87,59;61,36;87,06;84,97;78,67;86,54;78,15;73,43;2288;313 - AMEOSC - SAO MIGUEL DO OESTE
01/05/2018;74,03;68,65;80,12;81,06;93,24;100,04;89,26;91,6;80,83;83,4;84,34;99,8;96,99;88,79;81,06;5122;319 - AMPLA - MAFRA
01/02/2022;66,08;65,03;81,77;78,63;95,54;73,75;79,67;79,15;81,24;64,16;79,5;76,71;104,26;86,13;81,59;6883;318 - AMOSC - CHAPECO
01/02/2022;79,67;80,22;80,77;91,21;103,85;68,13;93,96;91,76;67,58;64,84;85,16;68,68;60,44;96,15;67,03;2184;313 - AMEOSC - SAO MIGUEL DO OESTE
01/09/2022;100,36;94,94;80,1;106,61;118,15;100,13;102,84;106,61;99,07;101,78;109,2;106,14;66,44;96,36;99,07;10187;317 - AMMVI - BLUMENAU
01/03/2019;95,94;95,94;96,9;92,71;99,81;105,95;100,78;77,2;131,47;92,71;98,84;108,21;108,86;76,23;131,47;3715;325 - AMVALI - JARAGUA DO SUL
01/05/2019;65,51;90,39;91,1;94,85;99,55;91,8;100,49;98,85;96,97;96,73;99,78;93,21;109,65;94,15;97,91;5111;319 - AMPLA - MAFRA
01/05/2019;60,38;86,86;78,03;88,61;101,22;89,55;104,36;92,62;87,73;90,21;93,13;94,8;46,45;94,73;90,79;16455;326 - GRANFPOLIS - FPOLIS
01/05/2017;64,32;67,36;1,04;24,21;78,95;70,64;25,89;69,6;25,65;24,85;25,73;30,6;20,93;69,52;71,27;15018;326 - GRANFPOLIS - FPOLIS
01/11/2021;67,32;67,82;86,02;71,81;91,25;83,27;77,79;91;92,75;54,1;74,8;84,77;102,22;76,54;92,5;4813;322 - AMUREL - TUBARAO
01/02/2023;67,56;66,49;87,4;63,27;89,54;77,21;80,43;80,43;92,23;56,84;68,63;77,75;91,69;81,5;91,69;2238;313 - AMEOSC - SAO MIGUEL DO OESTE
