Data;DTP - 01 ano(1º REF);Poliomielite(VOP/VIP)(1ºREF);FA(< 1 ano);Varicela;Tríplice Viral - D1;Rotavírus Humano;Pneumocóccica(1 ano);Menigocócica Conj.C(< 1 ano);Pentavalente (< 1 ano);Tríplice Viral - D2;Hepatite A;Pneumocóccica(<1 ano);BCG;Menigocócica Conj.C(1 ano);Poliomielite(< 1 ano);População;Região
01/01/2021;89,58;107,8;108,31;107,8;100,72;86,04;103,75;80,98;98,69;107,8;110,84;88,57;84,02;103,75;92,62;2371;313 - AMEOSC - SAO MIGUEL DO OESTE
01/03/2021;105,62;103,48;122,55;106,34;119,93;110,15;111,35;104,91;126,84;109,44;107,77;112,06;115,88;120,17;122,79;5033;319 - AMPLA - MAFRA
01/06/2017;88,32;81,68;94,3;84,34;91,64;126,84;67,74;99,61;21,91;85;85;130,16;105,59;79,03;86,33;1807;311 - AMAUC - CONCORDIA
01/08/2020;85,97;106,41;98;102,81;114,23;121,44;118,44;117,84;90,78;93,19;102,81;128,66;104,61;112,42;118,44;1996;311 - AMAUC - CONCORDIA
01/01/2018;93,5;92,27;12,75;48,17;102,56;151,04;54,24;149,35;164,02;68,22;57,46;70,6;96,49;88,35;160,33;15620;326 - GRANFPOLIS - FPOLIS
01/04/2018;75,93;75,62;59,26;83,95;103,7;86,11;102,78;95,06;83,64;82,41;80,86;91,67;102,16;105,56;75,93;3888;312 - AMAVI - RIO DO SUL
01/02/2017;109,21;109,88;89,78;128,64;98,49;101,17;102,51;106,53;103,85;130,65;120,6;106,53;121,94;103,18;105,86;1791;309 - AMAI - XANXERE
01/02/2019;78,05;81,33;98,98;79,86;95,93;74,66;99,43;102,04;82,13;79,41;86,2;77,15;99,55;106,33;81,45;10608;321 - AMUNESC - JOINVILLE
01/01/2020;203,5;106,47;136,36;97,55;110,14;109,09;111,71;109,09;119,58;96,5;101,22;109,62;82,34;105,94;112,24;2288;313 - AMEOSC - SAO MIGUEL DO OESTE
01/03/2022;85,47;86,2;96,7;87,42;96,7;101,1;101,59;96,7;101,59;69,84;89,87;103,3;112,82;103,54;101,83;4914;319 - AMPLA - MAFRA
01/06/2018;85,96;97,65;103,84;106,59;103,15;110,03;89,4;83,21;96,28;107,97;114,84;108,65;132,72;101,78;76,33;1745;311 - AMAUC - CONCORDIA
01/03/2020;67,82;50,68;37,7;50,61;44,19;49,88;44,78;46,82;47,99;51,92;42,66;54,4;12,47;40,62;51,56;16455;326 - GRANFPOLIS - FPOLIS
01/07/2015;110,94;107,4;1,55;66,52;107,18;123,54;115,36;118,01;107,18;66,3;102,54;112,04;136,13;108,07;97,68;5430;320 - AMREC - CRICIUMA
01/01/2019;61,62;55,72;65,56;58,27;61,4;74,17;67,16;75,62;71,32;58,71;58,63;73,87;51,19;63,3;73,8;16455;326 - GRANFPOLIS - FPOLIS
01/01/2015;109,98;113,75;129,83;133,8;130,22;163,57;120,69;149,68;162,58;132,61;131,41;165,56;164,37;130,82;165,56;6045;318 - AMOSC - CHAPECO
01/06/2017;100,56;98,92;3,39;108,85;99,68;92,76;98,42;85,09;65,49;110,23;106,09;94,65;52,41;83,84;82,08;9547;317 - AMMVI - BLUMENAU
01/03/2021;53;45,12;48,8;50,9;43,2;43,73;42,15;41,45;55,09;51,6;50,2;46,17;117,36;45,12;54,04;6861;318 - AMOSC - CHAPECO
01/04/2015;91,75;101,34;0,68;115,38;94,84;106,13;98,26;102,03;107,85;114,35;103,74;108,87;188,99;102,71;106,82;3505;325 - AMVALI - JARAGUA DO SUL
01/02/2016;80,32;63,86;0,12;85,65;100,83;85,42;96,31;108,25;98,74;87,39;11,24;90,86;121,92;100,6;93,3;10354;321 - AMUNESC - JOINVILLE
01/01/2023;106,17;102,41;104,56;110,46;116,35;102,41;112,06;110,99;96,51;105,63;108,31;103,49;106,17;108,85;96,51;2238;313 - AMEOSC - SAO MIGUEL DO OESTE
01/10/2022;92,1;96,09;75,72;94,76;96,53;102,29;71,29;108,49;99,19;89,89;101,85;108,93;76,16;80,15;96,97;2710;314 - AMESC - ARARANGUA
01/04/2017;83,9;82,19;56,79;85,61;90,46;68,78;87,04;82,47;76,2;86,47;89,04;81,33;84,19;94,17;79,9;4205;310 - AMARP - VIDEIRA
01/06/2019;102,81;75,15;72,75;79,96;72,75;90,18;60,12;76,95;78,16;79,96;78,76;90,18;121,44;69,74;73,95;1996;311 - AMAUC - CONCORDIA
01/02/2023;71,76;69,95;85,75;74,46;105,15;70,4;83,49;84,84;93,42;48,74;78,53;72,21;95,68;79,43;93,87;2659;316 - AMMOC - JOACABA
01/04/2022;62,7;62,25;55,91;60,44;73,34;55,23;66,32;57,61;59,08;59,3;66,32;56,93;9,96;65,53;56,14;10603;321 - AMUNESC - JOINVILLE
01/06/2016;91,76;0,5;5,15;108,73;102,06;107,22;98,42;101,18;93,89;106,34;106,59;106,34;50,4;84,09;87,23;9547;317 - AMMVI - BLUMENAU
01/03/2020;75,86;53,9;69,87;76,95;67,51;74,05;70,96;72,96;57,17;77,68;72,96;76,23;104,72;70,6;66,97;6612;318 - AMOSC - CHAPECO
01/02/2017;62,82;69,42;1,62;63,74;92,49;63,63;93,07;73,02;80,66;64,09;71,16;66,87;102,45;90,98;73,48;10354;321 - AMUNESC - JOINVILLE
01/04/2016;108,2;0;1,34;113,25;132,4;97,79;133,41;89,72;94,76;115,6;100,81;100,81;102,16;132,74;93,76;3571;325 - AMVALI - JARAGUA DO SUL
01/01/2022;93,41;90,66;99,45;96,15;125,82;106,04;107,69;87,36;117,58;71,43;95,6;108,79;58,24;106,59;117,58;2184;313 - AMEOSC - SAO MIGUEL DO OESTE
01/03/2020;86,64;67,15;71,85;70,2;76,07;67,15;71,14;69,73;61,98;70,91;73,96;69,26;82,41;74,43;69,97;5111;319 - AMPLA - MAFRA
01/04/2016;78,19;0,29;81,9;83,61;102,16;83,9;99,6;91,32;101,59;84,76;82,19;91,61;99,02;101,31;99,88;4205;310 - AMARP - VIDEIRA
01/06/2015;100,85;98,75;6,96;92,32;107,68;110,83;104,53;100,46;95,6;92,71;102,56;98,75;60,01;106,89;93,37;9138;317 - AMMVI - BLUMENAU
01/08/2021;84,41;86,53;79,09;94,56;96,57;95,5;86,41;87,36;92,2;91,37;76,14;98,34;44,98;83,23;92,91;10165;317 - AMMVI - BLUMENAU
01/03/2023;78,07;84,55;107,66;96,46;100,31;97,51;86,83;94,18;95,23;70,02;98,21;97,68;93,65;93,13;94,7;6855;318 - AMOSC - CHAPECO
01/04/2022;76,43;69,98;55,58;92,31;102,73;77,92;93,8;81,39;88,34;62,53;58,06;80,89;90,82;88,34;85,86;2418;309 - AMAI - XANXERE
01/06/2022;66,71;67,58;71,6;73,04;87,13;78,5;82,24;85,69;76,49;47,45;73,62;102,95;122,21;70,45;75,63;4173;310 - AMARP - VIDEIRA
01/10/2020;113,41;96,92;70,77;108,57;138,13;86,4;95,22;101,47;116,25;82,14;121,36;95,22;62,25;132,73;100,9;4222;323 - AMURES - LAGES
01/04/2017;112,57;110,89;1,68;111,23;119,97;97,12;121,31;93,08;102,49;111,57;109,21;100,14;114,59;117,28;101,82;3571;325 - AMVALI - JARAGUA DO SUL
01/04/2015;106,69;97,33;80,87;36,6;130,81;131,95;115,49;115,2;99,88;36,32;113,5;97,9;106,41;109,53;90,8;4229;310 - AMARP - VIDEIRA
01/07/2018;87,28;91,29;57,55;91,92;105,83;90,44;106,25;91,71;70,84;92,97;96,56;95,5;104,57;101,41;73,58;5692;320 - AMREC - CRICIUMA
01/09/2019;10,49;83,39;41,96;90,73;89,69;106,99;99,13;110,14;14,69;90,21;93,36;106,99;93,36;94,41;90,21;2288;313 - AMEOSC - SAO MIGUEL DO OESTE
01/02/2021;86,18;74,81;66,06;78,75;77,43;66,93;77;79,18;66,06;79,62;77;69,56;63,43;71,75;66,5;2743;316 - AMMOC - JOACABA
01/03/2023;67,62;71,75;40;61,27;86,35;85,08;51,75;81,9;83,49;40,32;65,71;89,84;63,17;73,97;83,17;3780;323 - AMURES - LAGES
01/05/2022;79,88;81,67;30,21;76,3;66,31;92,94;91,15;105,23;84,49;39,68;93,19;100,36;146,45;97,29;87,56;4687;322 - AMUREL - TUBARAO
01/12/2020;50;59,9;64,36;65,84;63,86;79,21;56,44;79,46;93,81;56,44;63,61;81,19;93,81;55,2;83,66;4848;322 - AMUREL - TUBARAO
01/03/2022;70,96;70,43;93,97;81,94;86,47;98,33;85,95;90,66;96,24;61,02;86,47;102,69;111,4;94,67;97,63;6883;318 - AMOSC - CHAPECO
01/08/2022;117,8;108,37;97,54;115,32;154,9;117,09;138,18;106,02;99,89;120,27;126,87;121,1;59,25;128,05;100,48;10187;317 - AMMVI - BLUMENAU
01/04/2018;82,77;84,11;64,67;84,45;109,91;101,2;107,9;88,47;111,92;85,12;84,11;100,87;116,62;106,9;97,85;3581;325 - AMVALI - JARAGUA DO SUL
01/02/2015;82,39;84,68;0,24;91,67;103,47;80,1;102,51;92,27;96,61;85,89;102,39;96,85;110,1;102,39;98,53;9962;321 - AMUNESC - JOINVILLE
01/04/2021;94,04;86,54;52,02;64,53;103,54;91,54;86,04;82,53;89,04;56,02;63,53;102,04;85,54;91,54;84,54;2399;309 - AMAI - XANXERE
01/10/2021;84,2;88,54;90,27;88,54;92,01;60,33;61,19;59,46;47,74;44,7;86,8;64,67;59,46;62,5;50,78;2765;314 - AMESC - ARARANGUA
01/10/2020;108,97;123,65;93,85;118,31;128,54;107,64;117,87;106,75;128,98;109,86;130,32;104,52;76,5;137,44;128,54;2698;314 - AMESC - ARARANGUA
01/03/2022;73,16;78,88;57,2;62,92;83,69;77,37;62,32;88,51;83,99;43,05;80,38;82,79;53,89;84,6;86,4;3986;323 - AMURES - LAGES
01/09/2018;80,68;73,69;73,15;98,97;59,17;105,42;66,7;109,19;104,89;98,43;87,14;108,65;87,14;94,67;93,05;2231;313 - AMEOSC - SAO MIGUEL DO OESTE
01/02/2022;83,29;88,27;78,31;88,27;95,96;85,55;85,1;93,25;85,1;56,58;83,74;90,53;105,92;82,84;86,46;2651;316 - AMMOC - JOACABA
01/07/2019;112,4;93,56;88,33;90,21;105,49;98,17;99,01;96,7;89,8;91,05;101,31;102,56;102,35;98,59;92,31;5733;320 - AMREC - CRICIUMA
01/11/2017;93,13;97,15;136,01;91,79;116,58;148,07;99,16;130,65;115,91;92,46;111,89;140,03;120,6;103,85;119,26;1791;309 - AMAI - XANXERE
01/10/2015;76,63;67,02;0;50,54;75,53;109,86;68,39;102,17;103,82;50,26;77,45;103,27;99,7;69,49;104,37;4369;322 - AMUREL - TUBARAO
01/12/2020;58,08;65,15;85,48;84,57;66,24;95,64;65,7;82,58;100;85,48;74,41;97,1;101,45;68,6;86,03;6612;318 - AMOSC - CHAPECO
01/12/2021;58,59;59,59;61,08;66,32;73,55;80,28;60,34;76,79;79,29;54,35;70,06;82,78;69,81;64,08;79,04;4813;322 - AMUREL - TUBARAO
01/06/2017;64,52;59,58;60,74;66,26;87,19;86,03;81,09;90,09;23,83;67,43;68,88;88,35;107,82;82,25;65,97;4129;323 - AMURES - LAGES
01/10/2022;86,4;83,99;34,92;82,79;106,57;84,9;45,16;85,2;86,7;50,28;97,54;90,62;75,56;81,28;89,71;3986;323 - AMURES - LAGES
01/07/2017;87,62;82,66;0,25;84,4;95,05;89,35;87,74;86,5;65,31;84,52;91,58;96,42;119,34;85,01;76,71;9683;315 - AMFRI - ITAJAI
01/03/2015;85,69;89,81;0;96,41;104,65;120,58;109,86;122,5;132,11;94,76;113,98;144,47;129,64;107,12;141,18;4369;322 - AMUREL - TUBARAO
01/11/2022;99,59;102,75;104,11;108,19;116,79;105,47;90,53;120,41;107,73;82,84;110,45;106,83;94,61;86,01;107,73;2651;316 - AMMOC - JOACABA
01/10/2020;157,72;161,78;102,34;182,94;158,88;111,33;168,45;113,65;161,49;172,22;142,06;126,41;95,97;136,55;124,38;4139;310 - AMARP - VIDEIRA
01/10/2019;10,57;109,88;100,25;118,8;121,62;107,3;115,75;110,59;24,89;132,66;120,68;105,42;100,02;117,39;97,67;5111;319 - AMPLA - MAFRA
01/09/2022;63,16;54,09;83,02;109,8;130,31;102,24;111,52;100,08;93,5;100,84;109,91;106,77;109,47;69,64;94,79;11115;315 - AMFRI - ITAJAI
01/11/2018;95,16;83,84;108,53;94,13;86,93;109,04;92,07;121,9;103,39;92,58;95,16;111,1;96,7;98,24;97,21;2333;309 - AMAI - XANXERE
01/01/2018;89,39;77,88;122,19;95,52;110,49;111,64;97,44;110,29;115,47;90,35;96,48;115,09;113,75;101,85;116,05;6256;318 - AMOSC - CHAPECO
01/12/2022;52,23;50,18;57,35;61,7;62,98;76,55;57,35;80,65;89,35;56,84;60,17;80,14;83,98;59,91;88,84;4687;322 - AMUREL - TUBARAO
01/06/2016;77,89;0;60,74;80,79;91,55;105,5;82,54;86,03;91,84;81,38;89,8;107,82;115,09;93,87;92,42;4129;323 - AMURES - LAGES
01/10/2021;74,17;77,48;44,14;75,38;93,69;87,69;51,05;85,89;75,08;50,45;78,98;90,69;44,44;81,08;74,17;3996;323 - AMURES - LAGES
01/03/2016;78,77;73,88;0,27;86,1;96,97;100,77;98,87;104,3;112,45;84,2;58,67;109,46;154,55;105,39;95,61;4418;322 - AMUREL - TUBARAO
01/07/2018;109,66;111,42;54,77;113,4;116,2;104,06;116,55;77,66;90,74;114,8;121,11;109,66;99,15;78,48;94,83;10275;315 - AMFRI - ITAJAI
01/10/2018;111,28;100,04;97,23;123;94,18;105,43;94,65;104,02;112,46;118,78;102,15;105,9;102,15;97,23;110,82;5122;319 - AMPLA - MAFRA
01/01/2019;90,38;88,75;110,34;96,37;107,26;108,35;99,27;101,81;102,18;97,82;94,74;108,89;106,53;103,45;104,17;6612;318 - AMOSC - CHAPECO
01/01/2017;108,61;109;117,36;109;106,48;99,87;101,04;92,29;104,53;109,39;112,69;100,45;103,95;106,87;103,37;6176;318 - AMOSC - CHAPECO
01/10/2017;80,67;83,39;0,27;83,11;92,35;119,51;82,03;109,19;99,14;81,76;87,46;128,2;108,65;75,51;97,51;4418;322 - AMUREL - TUBARAO
01/06/2019;116,09;106,75;73,83;100,52;99,63;101,85;100,07;90,29;86,73;100,52;97,85;101,85;87,62;99,18;86,29;2698;314 - AMESC - ARARANGUA
01/12/2022;67,66;65,28;53,65;65,65;69,75;80,92;53,87;76,08;69,82;62,67;75,19;83,31;51,64;64,75;71,01;16104;326 - GRANFPOLIS - FPOLIS
01/12/2022;73,75;65,73;76,71;85,08;73,22;85,6;59,8;83,86;86,65;79,85;78,98;90,31;107,4;70,61;87;6883;318 - AMOSC - CHAPECO
01/06/2019;79,58;70,77;51,73;71,62;55,71;77,03;58,27;72,48;71,91;73,61;77,31;77,88;81;61,68;71,62;4222;323 - AMURES - LAGES
01/11/2019;30,02;80,72;89,09;98,93;106,81;94,5;110,75;92,53;90,57;98,93;93,03;97,95;61,53;108,29;94,5;2438;309 - AMAI - XANXERE
01/07/2015;112,65;113,97;1,45;94,18;113,05;133,76;115,03;139,3;122,28;91,55;120,57;126,5;125,71;113,58;123,6;9097;315 - AMFRI - ITAJAI
01/03/2017;63,29;64,37;1,09;79,86;97,24;88,55;89,63;96,97;91,26;80,4;77,14;89,63;126,3;86,1;96,15;4418;322 - AMUREL - TUBARAO
01/11/2015;98,5;26,6;5,07;84,56;88,36;101,98;81,39;120,35;116,23;92,16;81,08;118,45;83,93;84,56;115,6;3789;312 - AMAVI - RIO DO SUL
01/10/2022;70,45;77,93;75,63;88,57;96,05;105,54;87,99;98,92;101,51;78,22;80,81;110,42;91,16;77,64;104,39;4173;310 - AMARP - VIDEIRA
01/11/2020;86,12;74,26;78,21;83,49;72,06;68,11;74,7;82,17;89,64;67,23;79,09;70,74;67,67;69,43;80,41;2731;316 - AMMOC - JOACABA
01/10/2017;79,01;76,01;76,47;73,47;78,78;95,19;76,24;100,73;105,58;73,7;79,94;106,74;91,03;79,25;100,5;5194;319 - AMPLA - MAFRA
01/06/2021;75,94;67,4;82,71;88,01;101,84;98,6;95,66;84,18;75,06;70,35;78,88;100,96;89,48;91,83;73,29;4077;312 - AMAVI - RIO DO SUL
01/01/2016;84,91;56,74;104,15;76,17;103,56;98,12;101,62;98,32;103,95;81,99;14,18;100,84;64,12;105,7;61,01;6176;318 - AMOSC - CHAPECO
01/12/2021;61,57;61,92;84,83;72,58;78,71;77,48;64,01;75,21;80,8;60,69;70,84;79,76;98,29;68,91;79,23;6861;318 - AMOSC - CHAPECO
01/10/2016;42,1;56,5;0;50,79;61,11;72,79;51,61;64,92;70,35;53,24;44;68,45;71,71;54,32;70,62;4418;322 - AMUREL - TUBARAO
01/06/2018;61,13;59,15;23,49;59,43;64,25;65,94;64,81;60,57;71,32;58,87;65,66;70,75;34,53;63,96;63,68;4240;323 - AMURES - LAGES
01/07/2016;74,98;0,37;0;83,65;78,94;82,54;75,97;81,3;78,82;82,16;90,72;86,87;102,74;76,34;72,87;9683;315 - AMFRI - ITAJAI
01/11/2016;71,13;74,98;1,92;72,42;84,91;101,9;84,27;108,3;98,37;72,74;73,7;105,74;73,06;86,52;98,05;3745;312 - AMAVI - RIO DO SUL
01/03/2018;64,75;66,58;43,08;66,32;100;83,55;100;99,48;70,5;68,41;68,15;87,47;123,76;96,87;98,17;4596;322 - AMUREL - TUBARAO
01/10/2021;66,9;64,35;71,16;68,6;75,41;67,75;66,34;83,06;71,44;66,34;53,01;82,21;78,24;48,48;74,27;4233;310 - AMARP - VIDEIRA
01/11/2021;104,12;101,06;93,18;106,74;108,49;106,31;101,49;102,37;97,56;80,5;107,18;112,87;89,25;101,49;98,43;2743;316 - AMMOC - JOACABA
01/06/2020;100,3;116,57;104,52;124,1;113,25;133,43;110,84;106,02;112,95;124,7;113,86;135,24;99,7;126,2;109,64;3984;312 - AMAVI - RIO DO SUL
01/10/2016;70,93;94,26;64,23;73,24;63,53;67,69;61,22;68,16;71,85;73,93;71,16;69,08;80,86;61,69;71,39;5194;319 - AMPLA - MAFRA
01/06/2021;91,28;87,92;95,3;93,29;107,38;110,4;85,91;98,32;95,3;92,62;97,65;112,75;147,65;97,32;94,63;3576;325 - AMVALI - JARAGUA DO SUL
01/10/2018;105,69;102,81;97,63;109,72;88,04;111,83;88,81;119,5;116,62;109,72;104,92;114,32;101,85;89,77;117,2;6256;318 - AMOSC - CHAPECO
01/04/2017;83,63;84,59;1,6;86,52;103,18;73,7;99,01;82,03;76,58;87,8;92,28;79,79;103,82;106,38;76,9;3745;312 - AMAVI - RIO DO SUL
01/10/2022;102;98,76;82,89;102,32;92,93;105,23;75,12;118,83;118,19;102,32;106,21;106,21;160,6;72,85;120,45;3706;325 - AMVALI - JARAGUA DO SUL
01/02/2018;73,04;72,01;82,81;71,5;87,44;73,55;87,96;93,1;85,38;69,44;77,67;74,58;114,7;91,04;100,3;2333;309 - AMAI - XANXERE
01/12/2020;45,51;51,05;46,75;53,24;52,43;65,05;41,28;63,3;70,74;53,67;58,05;68,77;27,13;48,86;71,47;16455;326 - GRANFPOLIS - FPOLIS
01/06/2017;88,07;79,59;0;83,83;94,19;78,65;90,89;88,07;37,68;83,83;90,89;85,71;108,79;86,66;66,41;2548;314 - AMESC - ARARANGUA
01/10/2019;16,09;112,13;109,16;125,5;119,06;105,94;114,36;101,73;46,04;124,5;127,23;111,88;94,31;115,1;105,94;4848;322 - AMUREL - TUBARAO
01/12/2022;56,9;55,68;62,52;71,55;65,69;85,23;54,7;73,5;74,97;64,71;64,22;88,16;70,09;55,19;75,46;4914;319 - AMPLA - MAFRA
01/06/2016;91,37;0;0;108,32;119,62;94,19;102,67;95,6;94,19;111,15;118,21;95,6;125,75;109,26;94,66;2548;314 - AMESC - ARARANGUA
01/03/2019;22,52;66,83;86,63;69,06;76,98;85,64;77,97;92,33;98,76;69,8;75,74;90,1;120,54;81,44;102,23;4848;322 - AMUREL - TUBARAO
01/04/2015;87,76;77,73;0,5;57,17;106,31;97,79;102,8;106,31;107,81;57,17;124,36;114,83;137,4;96,78;101,8;2393;314 - AMESC - ARARANGUA
01/10/2015;54,03;36,49;55,45;51,42;54,98;65,64;55,92;71,56;71,33;53,55;56,87;71,8;86,26;53,79;65,17;5064;319 - AMPLA - MAFRA
01/06/2022;88,32;90,13;97,36;93,75;109,72;95,86;81,99;102,49;88,02;67,52;97,66;102,19;110,32;91,94;88,32;3981;312 - AMAVI - RIO DO SUL
01/10/2019;11,07;104,54;109,44;116,15;102,9;103,63;100,18;110,89;37,39;118,51;117,79;106,53;97,46;102,54;111,25;6612;318 - AMOSC - CHAPECO
01/06/2022;96,49;97,14;88,72;91,96;113,33;104,91;97,79;87,75;84,84;79,33;100,7;110,09;156,4;95,84;84,51;3706;325 - AMVALI - JARAGUA DO SUL
01/02/2019;93,03;88,11;93,03;92,04;100,9;88,11;126;97,95;97,46;92,53;92,04;90,57;87,61;107,3;97,95;2438;309 - AMAI - XANXERE
01/06/2018;73,27;71,44;44,14;91,92;105,57;103,75;102,84;87,83;92,83;90,1;84,19;109,67;91,47;105,12;85,55;2637;314 - AMESC - ARARANGUA
01/04/2016;91,32;0,32;0,32;104,46;113,75;89,72;111,83;100,93;102,86;104,46;107,98;94,21;110,87;117,6;100,61;3745;312 - AMAVI - RIO DO SUL
01/10/2018;118,02;109,14;81,2;127,15;86,16;108,09;85,38;113,58;122,45;126,37;111,49;111,49;107,05;96,34;113,32;4596;322 - AMUREL - TUBARAO
01/12/2021;65,76;68,36;49,79;65,54;72;74,53;49,12;65,99;70,82;59,07;69,85;75,57;27,72;58,03;69,78;16149;326 - GRANFPOLIS - FPOLIS
01/01/2019;105,42;105,65;129,37;111,05;114,81;134,3;121,15;129,6;111,99;111,76;105,42;137,35;120,92;115,75;112,7;5111;319 - AMPLA - MAFRA
01/04/2016;73;0,47;0,47;82,89;88,54;79,59;84,77;77,71;65,46;89,48;62,17;87,6;84,3;86,66;64,05;2548;314 - AMESC - ARARANGUA
01/10/2020;123,39;147,29;91,74;135,99;119,52;106,27;83,34;109,83;132,76;126,94;135,99;109,18;144,06;108,86;117,58;3715;325 - AMVALI - JARAGUA DO SUL
01/10/2020;83,06;94,29;58,41;89,77;115,08;85,47;84,67;89,41;94,88;80,8;111,72;96,34;35,59;99,84;92,11;16455;326 - GRANFPOLIS - FPOLIS
01/11/2015;87,42;23,39;90,21;68,49;100,79;102,46;90,77;104,13;97,45;82,97;84,08;98,56;111,37;84,08;99,68;2155;309 - AMAI - XANXERE
01/11/2017;76,49;76,26;0,81;70,47;82,52;107,78;79,97;107,9;102,8;73,59;85,18;100,14;77,65;75,56;104,66;10354;321 - AMUNESC - JOINVILLE
01/06/2015;65,08;61,46;53,93;20,49;76,22;77,13;69,29;93,1;92,19;19,58;77,73;90,99;148,53;72,61;85,86;3983;323 - AMURES - LAGES
01/04/2015;89,94;23,12;4,12;10,45;99,13;89,63;93,11;73,16;77,59;8,55;89,94;80,44;99,45;97,23;78,86;3789;312 - AMAVI - RIO DO SUL
01/03/2023;57,03;71,48;62,02;65,2;74,88;75,79;64,44;72,99;80,86;50,75;78,21;78,51;28,74;80,03;78,74;15865;326 - GRANFPOLIS - FPOLIS
01/01/2018;85,04;85,28;102,38;80,83;81,06;99,57;79,66;104,26;108,71;82,7;89,26;100,51;111,05;80,59;105,19;5122;319 - AMPLA - MAFRA
01/07/2019;92,46;89,88;85,04;87,74;104,72;113,39;105,96;103,37;100;89,43;97,64;115,52;109,22;95,95;97,98;10668;315 - AMFRI - ITAJAI
01/12/2020;54,47;58,23;73,49;67,15;61,51;75,6;57,29;77,95;89,92;61,98;66,91;77,01;72,31;60,81;73,96;5111;319 - AMPLA - MAFRA
01/04/2017;81;70,64;0;81,48;80,53;72,06;74,88;94,19;84,3;83,83;82,89;80,53;101,26;77,71;83,36;2548;314 - AMESC - ARARANGUA
01/11/2018;92,86;89,3;83,79;98,5;78,04;96,2;81,6;87,35;106,08;98,04;98,5;97,69;104,93;60,8;106,08;10441;321 - AMUNESC - JOINVILLE
01/10/2015;74,24;49,63;86,75;37,12;86,75;100,45;77,82;98,06;101,04;38,91;72,06;103,82;63,72;81,39;97,67;6045;318 - AMOSC - CHAPECO
01/10/2021;98,32;99,33;96,31;105,37;103,36;113,42;87,25;97,32;92,62;102,68;106,71;116,11;118,12;94,63;93,29;3576;325 - AMVALI - JARAGUA DO SUL
01/11/2016;117,25;136,01;138,69;129,98;136,68;140,7;129,31;138,69;114,57;130,65;130,65;145,39;131,99;131,32;111,22;1791;309 - AMAI - XANXERE
01/10/2017;78,11;79,08;83,55;76,55;88,21;107,25;73,83;110,17;115,22;78,3;77,72;107,25;65,28;83,35;114,05;6176;318 - AMOSC - CHAPECO
01/10/2021;73,94;78,92;54,24;76,98;86,12;86,94;56,7;83,22;80,92;70,96;81,59;88,2;29,87;72,6;80,7;16149;326 - GRANFPOLIS - FPOLIS
01/06/2020;108,86;114,02;96,26;113,7;130,17;145,03;67,19;124,36;122,75;114,67;110,47;145,68;206,08;131,47;127,59;3715;325 - AMVALI - JARAGUA DO SUL
01/12/2021;67,71;67,24;62,71;65,33;65,33;68,19;56,75;68,91;73,91;63,42;67,95;70,57;55,08;60,56;72,72;5033;319 - AMPLA - MAFRA
01/06/2015;105,31;96,28;0;62,68;134,39;164,48;123,36;119,35;108,32;63,69;137,9;121,86;146,43;118,35;96,78;2393;314 - AMESC - ARARANGUA
01/01/2017;93,8;91,03;99,58;92,88;99,35;96,8;96,8;101,66;109,28;93,8;95,42;101,19;84,56;98,65;108,12;5194;319 - AMPLA - MAFRA
01/01/2015;84,04;70,48;0,33;100,34;91,16;115,97;92,15;113,9;107,78;95,87;107,95;110,51;120,36;95,62;105,38;14507;326 - GRANFPOLIS - FPOLIS
01/11/2019;9,28;69,12;86,2;110,97;107,69;92,65;17,65;100,9;76,92;113,01;107,81;93,44;85,18;98,42;98,42;10608;321 - AMUNESC - JOINVILLE
01/04/2018;82,37;88,74;50,51;87,37;101,93;85,1;90,1;77,82;100,11;89,19;91,01;89,19;101,48;93,74;90,1;2637;314 - AMESC - ARARANGUA
01/10/2016;65,67;85,1;75,19;75,39;74,81;100,06;77,14;98,9;105,12;75,97;80,63;100,06;38,67;73,06;104,15;6176;318 - AMOSC - CHAPECO
01/10/2022;78,02;80,48;61,18;85,99;92,55;91,06;64,16;96,72;95,31;75,56;90,39;94,71;47,99;80,4;97,76;16104;326 - GRANFPOLIS - FPOLIS
01/11/2015;89,74;87,45;0;67,09;89,5;95,16;84,92;102,99;108,29;79,98;66,01;109,26;104,32;79,26;106,85;9962;321 - AMUNESC - JOINVILLE
01/04/2015;66,58;61,76;49,71;11,45;75,62;84,36;75,92;72,61;74,11;12,35;76,83;77,13;104,24;80,74;67,79;3983;323 - AMURES - LAGES
01/07/2020;80,43;96,51;69,63;80,65;89,76;99,1;92,58;110,01;91,23;83,91;91,45;108,21;107,54;94,04;97,41;10668;315 - AMFRI - ITAJAI
01/10/2019;6,82;97,77;94,93;100,33;108,29;85,84;100,9;102,89;41,78;113,69;104,88;86,12;84,98;106,87;92,09;4222;323 - AMURES - LAGES
01/10/2020;149,1;145,49;108,22;150,3;126,25;101;119,04;119,64;176,75;101,6;136,47;106,41;86,57;106,41;111,82;1996;311 - AMAUC - CONCORDIA
01/12/2018;61,1;59,27;61,62;64,75;52,22;81,98;56,4;102,61;87,21;64,75;67,62;84,07;84,86;58,75;85,9;4596;322 - AMUREL - TUBARAO
01/11/2016;85,18;101,29;0,23;96,54;87,27;101,18;82,63;108,25;112,19;94,57;86;104,54;136,3;81,24;108,83;10354;321 - AMUNESC - JOINVILLE
