Data;Banco_Operacao;Tipo_De_Produto;Convenio_categoria;ValorBase
01/07/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;PREFEITURAS;353752,83
01/07/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;UNIVERSIDADE;316010,44
01/07/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;PRIVADO;293340,46
01/07/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;PM;290535,04
01/07/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;289644,92
01/07/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;285784,06
01/07/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;285537,07
01/07/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;ASSEMBLEIA LEGISLATIVA;279519,68
01/07/2021;BANCO BMG;CARTAO CONSIGNADO;FEDERAL;260020,73
01/07/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;TRT;257962,68
01/07/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;TJ;246469,79
01/07/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;FEDERAL;223449,00
01/07/2021;BANCO PARANÁ;EMPRESTIMO CONSIGNADO;INSS;188443,22
01/07/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;PM;182381,07
01/07/2021;BANCO BMG;CARTAO CONSIGNADO;GOVERNOS;170765,80
01/07/2021;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;PREFEITURAS;144004,54
01/07/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;PREFEITURAS;126370,00
01/07/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;UNIVERSIDADE;123339,86
01/07/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;GOVERNOS;99681,00
01/07/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;TRF;89853,73
01/07/2021;BANCO PAN;CARTAO CONSIGNADO;FEDERAL;88163,42
01/07/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;SANEAMENTO;75271,24
01/07/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;TJ;74920,00
01/07/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;TJ;62377,07
01/07/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;HOSPITAL;56402,27
01/07/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;PM;55432,95
01/07/2021;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;53540,50
01/07/2021;BANCO BMG;EMPRESTIMO CONSIGNADO;PM;52732,61
01/07/2021;BANCO BMG;EMPRESTIMO CONSIGNADO;BOMBEIROS;47629,48
01/07/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;FUNDACAO;43161,74
01/07/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;BOMBEIROS;39987,30
01/07/2021;BANCO MERCANTIL DO BRASIL;CARTAO CONSIGNADO;INSS;39431,00
01/07/2021;BANCO CETELEM;CARTAO CONSIGNADO;INSS;36703,49
01/07/2021;BANCO BMG;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;33454,63
01/07/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;BOMBEIROS;27139,55
01/07/2021;BANCO PAN;CARTAO CONSIGNADO;PREFEITURAS;23179,82
01/07/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;23073,37
01/07/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;TRE;22421,47
01/07/2021;BANCO BMG;CARTAO CONSIGNADO;PREVIDENCIAS;21368,17
01/07/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;BOMBEIROS;20031,09
01/07/2021;BANCO BMG;CARTAO CONSIGNADO;PM;18310,03
01/07/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;SOCIEDADE;18225,22
01/07/2021;BANCO SAFRA;EMPRESTIMO CONSIGNADO;PREFEITURAS;18058,72
01/07/2021;BANCO PAN;CARTAO CONSIGNADO;GOVERNOS;18015,00
01/07/2021;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;PM;15280,46
01/07/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;CAMARA DOS DEPUTADOS;14072,02
01/07/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;PREVIDENCIAS;12380,00
01/07/2021;BANCO PAN;CARTAO CONSIGNADO;PREVIDENCIAS;10871,75
01/07/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;TJ;10308,53
01/07/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;BOMBEIROS;9801,39
01/07/2021;BANCO BMG;CARTAO CONSIGNADO;SASSEPE;6881,95
01/07/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;IRMANDADE;6875,70
01/07/2021;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;PREVIDENCIAS;6417,60
01/07/2021;BANCO BMG;CARTAO CONSIGNADO;PREFEITURAS;5512,91
01/07/2021;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;PM;3746,24
01/07/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;OUTROS;3427,59
01/07/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;NAO INFORMADO;2965,42
01/07/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;UNIVERSIDADE;890,00
01/07/2021;BANCO BMG;CARTAO CONSIGNADO;SEFAZ;691,48
01/07/2021;BANCO CIFRA;EMPRESTIMO CONSIGNADO;INSS;0,00
01/07/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;OUTROS;-4150,00
01/07/2021;-;-;NAO CATEGORIZADO;-8703,41
01/07/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;ASSOCIACAO;-28445,29
01/07/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;OUTROS;-50186,57
01/07/2021;BANCO BMG / ITAÚ;EMPRESTIMO CONSIGNADO;INSS;-80580,53
01/07/2021;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;OUTROS;-173761,65
01/08/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;INSS;77686751,15
01/08/2021;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;INSS;77115002,82
01/08/2021;BANCO C6 BANK;EMPRESTIMO CONSIGNADO;INSS;61473905,99
01/08/2021;BANCO SAFRA;FGTS;FGTS;40659626,93
01/08/2021;BANCO PAN;NAO INFORMADO;OUTROS;36058415,76
01/08/2021;BANCO OLÉ CONSIGNADO;NAO INFORMADO;OUTROS;34482751,19
01/08/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;INSS;29079894,89
01/08/2021;BANCO C6 BANK;EMPRESTIMO CONSIGNADO;FEDERAL;2868637,29
01/08/2021;BANCO BANRISUL;EMPRESTIMO CONSIGNADO;INSS;15552836,15
01/08/2021;BANCO SAFRA;NAO INFORMADO;OUTROS;15099008,45
01/08/2021;BANCO SAFRA;EMPRESTIMO CONSIGNADO;INSS;13394430,56
01/08/2021;BANCO ITAÚ CONSIGNADO;NAO INFORMADO;OUTROS;12770812,00
01/08/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;INSS;11380855,21
01/08/2021;BANCO BMG;EMPRESTIMO CONSIGNADO;INSS;10079030,71
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;PREFEITURAS;10012194,38
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;GOVERNOS;9162172,20
01/08/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;FEDERAL;8860415,57
01/08/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;FEDERAL;6599995,89
01/08/2021;BANCO CETELEM;EMPRESTIMO CONSIGNADO;INSS;6196010,28
01/08/2021;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;FEDERAL;5947928,10
01/08/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;PREFEITURAS;5831181,77
01/08/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;GOVERNOS;5768492,96
01/08/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;GOVERNOS;5441442,95
01/08/2021;BANCO CETELEM;EMPRESTIMO CONSIGNADO;FEDERAL;5377000,10
01/08/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;5196338,15
01/08/2021;BANCO MERCANTIL DO BRASIL;EMPRESTIMO CONSIGNADO;INSS;5012195,39
01/08/2021;BANCO BMG;CARTAO CONSIGNADO;INSS;4579484,19
01/08/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;FEDERAL;4413030,93
01/08/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;GOVERNOS;4125671,39
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;FEDERAL;3889301,87
01/08/2021;BANCO BMG;NAO INFORMADO;OUTROS;3808777,00
01/08/2021;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;GOVERNOS;3693558,45
01/08/2021;BANCO PAN;FGTS;FGTS;3659587,79
01/08/2021;BANCO PAN;CARTAO CONSIGNADO;INSS;2932701,32
01/08/2021;BANCO C6 BANK;FGTS;FGTS;55410,06
01/08/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;GOVERNOS;2696177,71
01/08/2021;BANCO SAFRA;EMPRESTIMO CONSIGNADO;FEDERAL;2327371,40
01/08/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;FEDERAL;2230292,67
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;1993087,66
01/08/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;1872749,19
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;1582138,05
01/08/2021;BANCO SAFRA;EMPRESTIMO CONSIGNADO;GOVERNOS;1436202,24
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;PM;1413258,52
01/08/2021;BANCO PARANÁ;EMPRESTIMO CONSIGNADO;FEDERAL;1392095,08
01/08/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREFEITURAS;1212861,42
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;INSS;1201850,16
01/08/2021;BANCO BANRISUL;EMPRESTIMO CONSIGNADO;FEDERAL;1155427,43
01/08/2021;BANCO DAYCOVAL;NAO INFORMADO;OUTROS;1026136,14
01/08/2021;BANCO BMG;EMPRESTIMO CONSIGNADO;FEDERAL;983599,89
01/08/2021;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREFEITURAS;880117,00
01/08/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;PREFEITURAS;864801,96
01/08/2021;BANCO CETELEM;NAO INFORMADO;OUTROS;786224,55
01/08/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;INSS;659804,67
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;OUTROS;629867,60
01/08/2021;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;GOVERNOS;569057,28
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;TJ;551126,34
01/08/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;550195,79
01/08/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;PM;522955,34
01/08/2021;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;INSS;500054,66
01/08/2021;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;FEDERAL;471574,32
01/08/2021;BANCO BMG;CARTAO CONSIGNADO;GOVERNOS;453339,52
01/08/2021;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;447823,67
01/08/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;329826,63
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;UNIVERSIDADE;326908,18
01/08/2021;BANCO BMG;EMPRESTIMO CONSIGNADO;GOVERNOS;313675,27
01/08/2021;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;TJ;300871,36
01/08/2021;BANCO BRADESCO;NAO INFORMADO;OUTROS;271416,42
01/08/2021;BANCO BMG;CARTAO CONSIGNADO;FEDERAL;249923,56
01/08/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;TJ;224268,51
01/08/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;216895,93
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;PRIVADO;207747,23
01/08/2021;BANCO PARANÁ;EMPRESTIMO CONSIGNADO;GOVERNOS;203437,35
01/08/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;FEDERAL;178502,70
01/08/2021;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;PREFEITURAS;167828,48
01/08/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;GOVERNOS;163572,57
01/08/2021;BANCO PARANÁ;EMPRESTIMO CONSIGNADO;INSS;157312,27
01/08/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;PREFEITURAS;148411,15
01/08/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;PREFEITURAS;145257,00
01/08/2021;BANCO SAFRA;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;144461,51
01/08/2021;BANCO CREFAZ;EMPRESTIMO CONSIGNADO;OUTROS;138200,00
01/08/2021;BANCO PAN;CARTAO CONSIGNADO;FEDERAL;106395,94
01/08/2021;BANCO SAFRA;EMPRESTIMO CONSIGNADO;PREFEITURAS;100234,52
01/08/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;PM;82955,06
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;SANEAMENTO;81311,14
01/08/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;PM;78980,52
01/08/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;65174,94
01/08/2021;BANCO BMG;CARTAO CONSIGNADO;PM;62389,01
01/08/2021;BANCO C6 BANK;NAO INFORMADO;OUTROS;17008565,36
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;TRT;54546,40
01/08/2021;BANCO BMG;EMPRESTIMO CONSIGNADO;PM;51985,26
01/08/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;51175,77
01/08/2021;BANCO BMG;CARTAO CONSIGNADO;PREFEITURAS;49685,36
01/08/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;OUTROS;46305,24
01/08/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;TJ;45880,00
01/08/2021;BANCO SAFRA;EMPRESTIMO CONSIGNADO;UNIVERSIDADE;45642,54
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;ASSOCIACAO;44050,78
01/08/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;UNIVERSIDADE;40020,94
01/08/2021;BANCO MERCANTIL DO BRASIL;CARTAO CONSIGNADO;INSS;37804,90
01/08/2021;BANCO CETELEM;CARTAO CONSIGNADO;INSS;37503,80
01/08/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;29614,89
01/08/2021;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;OUTROS;29613,44
01/08/2021;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;PM;26643,92
01/08/2021;BANCO BMG;CARTAO CONSIGNADO;SASSEPE;26392,90
01/08/2021;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;25514,54
01/08/2021;BANCO BANRISUL;CARTAO CONSIGNADO;INSS;23941,00
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;TRF;23930,67
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;TRE;23520,93
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;BOMBEIROS;22405,34
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;ASSEMBLEIA LEGISLATIVA;21304,22
01/08/2021;BANCO BMG;CARTAO CONSIGNADO;PREVIDENCIAS;18326,81
01/08/2021;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;PREVIDENCIAS;17068,00
01/08/2021;BANCO PAN;CARTAO CONSIGNADO;PREVIDENCIAS;16244,00
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;POLICIA CIVIL;14308,00
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;FUNDACAO;13336,35
01/08/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;BOMBEIROS;12543,44
01/08/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;BOMBEIROS;9443,12
01/08/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;ASSEMBLEIA LEGISLATIVA;7145,41
01/08/2021;BANCO BMG;EMPRESTIMO CONSIGNADO;BOMBEIROS;5970,48
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;HOSPITAL;4500,00
01/08/2021;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;PM;4284,46
01/08/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;BOMBEIROS;3808,81
01/08/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;NAO INFORMADO;3314,43
01/08/2021;BANCO PAN;CARTAO CONSIGNADO;PREFEITURAS;3310,85
01/08/2021;BANCO BMG;CARTAO CONSIGNADO;BOMBEIROS;2875,00
01/08/2021;BANCO BMG;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;2635,10
01/08/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;PREVIDENCIAS;2120,00
01/08/2021;BANCO PAN;CARTAO CONSIGNADO;GOVERNOS;2049,98
01/08/2021;BANCO BMG;CARTAO CONSIGNADO;SEFAZ;1643,04
01/08/2021;FACTA FINANCEIRA;CARTAO CONSIGNADO;INSS;1474,56
01/08/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;SOCIEDADE;1460,74
01/08/2021;BANCO BMG;CARTAO CONSIGNADO;OUTROS;146,22
01/08/2021;-;-;NAO CATEGORIZADO;-216,99
01/08/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;NAO INFORMADO;-1557,55
01/08/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;TJ;-2203,35
01/08/2021;BANCO BMG / ITAÚ;EMPRESTIMO CONSIGNADO;FEDERAL;-2450,42
01/08/2021;BANCO BMG / ITAÚ;EMPRESTIMO CONSIGNADO;INSS;-200460,51
01/08/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;INSS;-8348286,19
01/09/2021;BANCO SAFRA;FGTS;FGTS;87705308,21
01/09/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;INSS;80235892,15
01/09/2021;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;INSS;74191842,40
01/09/2021;BANCO PAN;NAO INFORMADO;OUTROS;66391460,32
01/09/2021;BANCO PAN;FGTS;FGTS;65215811,61
01/09/2021;BANCO OLÉ CONSIGNADO;NAO INFORMADO;OUTROS;57426021,05
01/09/2021;BANCO C6 BANK;EMPRESTIMO CONSIGNADO;INSS;52580517,02
01/09/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;INSS;45619136,85
01/09/2021;BANCO BANRISUL;EMPRESTIMO CONSIGNADO;INSS;33603786,67
01/09/2021;BANCO C6 BANK;EMPRESTIMO CONSIGNADO;FEDERAL;1999211,98
01/09/2021;BANCO C6 BANK;FGTS;FGTS;20855082,99
01/09/2021;BANCO SAFRA;NAO INFORMADO;OUTROS;16475890,28
01/09/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;INSS;15939965,50
01/09/2021;BANCO SAFRA;EMPRESTIMO CONSIGNADO;INSS;13908348,00
01/09/2021;BANCO ITAÚ CONSIGNADO;NAO INFORMADO;OUTROS;11801064,00
01/09/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;FEDERAL;8312908,78
01/09/2021;BANCO CETELEM;EMPRESTIMO CONSIGNADO;INSS;8305798,74
01/09/2021;BANCO BMG;EMPRESTIMO CONSIGNADO;INSS;8251398,50
01/09/2021;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;FEDERAL;8042820,34
01/09/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;FEDERAL;7206431,15
01/09/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;GOVERNOS;6448838,09
01/09/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;GOVERNOS;5933040,18
01/09/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;5266562,26
01/09/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;GOVERNOS;5126133,67
01/09/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;PREFEITURAS;4709921,40
01/09/2021;BANCO BMG;CARTAO CONSIGNADO;INSS;4226272,67
01/09/2021;BANCO BMG;NAO INFORMADO;OUTROS;3907717,00
01/09/2021;BANCO PAN;CARTAO CONSIGNADO;INSS;3749330,96
01/09/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;PREFEITURAS;3586039,45
01/09/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;GOVERNOS;3503696,91
01/09/2021;BANCO MERCANTIL DO BRASIL;EMPRESTIMO CONSIGNADO;INSS;3252513,46
01/09/2021;BANCO CETELEM;EMPRESTIMO CONSIGNADO;FEDERAL;3173857,93
01/09/2021;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;GOVERNOS;3085060,19
01/09/2021;BANCO BANRISUL;EMPRESTIMO CONSIGNADO;FEDERAL;2878124,12
01/09/2021;BANCO SAFRA;EMPRESTIMO CONSIGNADO;GOVERNOS;2625160,88
01/09/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;FEDERAL;2607289,14
01/09/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;GOVERNOS;2561819,79
01/09/2021;BANCO SAFRA;EMPRESTIMO CONSIGNADO;FEDERAL;2549387,19
01/09/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;FEDERAL;2362996,47
01/09/2021;BANCO C6 BANK;NAO INFORMADO;OUTROS;26126313,17
01/09/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;FEDERAL;1528462,56
01/09/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;1497528,30
01/09/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREFEITURAS;1325450,09
01/09/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;INSS;1155887,09
01/09/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;1056641,68
01/09/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;PREFEITURAS;886230,39
01/09/2021;BANCO CETELEM;NAO INFORMADO;OUTROS;827038,69
01/09/2021;BANCO DAYCOVAL;NAO INFORMADO;OUTROS;815349,45
01/09/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;INSS;737049,00
01/09/2021;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;INSS;721294,80
01/09/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;620792,51
01/09/2021;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREFEITURAS;552426,23
01/09/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;PM;541975,72
01/09/2021;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;GOVERNOS;526468,41
01/09/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;453835,45
01/09/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;OUTROS;434000,90
01/09/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;372678,47
01/09/2021;BANCO BRADESCO;NAO INFORMADO;OUTROS;368053,12
01/09/2021;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;FEDERAL;342551,53
01/09/2021;BANCO BMG;CARTAO CONSIGNADO;GOVERNOS;308761,95
01/09/2021;BANCO BMG;CARTAO CONSIGNADO;FEDERAL;298896,17
01/09/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;236719,06
01/09/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;TJ;210325,15
01/09/2021;BANCO PAN;CARTAO CONSIGNADO;FEDERAL;183141,20
01/09/2021;BANCO BMG;EMPRESTIMO CONSIGNADO;GOVERNOS;176552,25
01/09/2021;BANCO SAFRA;EMPRESTIMO CONSIGNADO;FORCAS ARMADAS;161690,27
01/09/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;GOVERNOS;153655,00
01/09/2021;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;PREFEITURAS;140824,93
01/09/2021;BANCO CREFAZ;EMPRESTIMO CONSIGNADO;OUTROS;127600,00
01/09/2021;BANCO OLÉ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;117768,86
01/09/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;TJ;112928,24
01/09/2021;BANCO BMG;FGTS;FGTS;104120,04
01/09/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;FEDERAL;97916,00
01/09/2021;BANCO SAFRA;EMPRESTIMO CONSIGNADO;SEFAZ;88949,34
01/09/2021;BANCO PAN;CARTAO CONSIGNADO;PREFEITURAS;84969,19
01/09/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;TJ;84470,00
01/09/2021;BANCO PAN;EMPRESTIMO CONSIGNADO;PM;80193,89
01/09/2021;BANCO DAYCOVAL;CARTAO CONSIGNADO;PREFEITURAS;79619,00
01/09/2021;BANCO SAFRA;EMPRESTIMO CONSIGNADO;PREFEITURAS;75973,68
01/09/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;TRT;74452,05
01/09/2021;BANCO ITAÚ CONSIGNADO;EMPRESTIMO CONSIGNADO;PREVIDENCIAS;73329,27
01/09/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;PM;71356,52
01/09/2021;BANCO PARANÁ;EMPRESTIMO CONSIGNADO;INSS;58925,23
01/09/2021;BANCO SANTANDER;EMPRESTIMO CONSIGNADO;PRIVADO;55311,96
01/09/2021;BANCO BMG;EMPRESTIMO CONSIGNADO;PM;51922,44
01/09/2021;BANCO OLÉ CONSIGNADO;CARTAO CONSIGNADO;TJ;51733,26
01/09/2021;BANCO BRADESCO;EMPRESTIMO CONSIGNADO;PREFEITURAS;51657,82
01/09/2021;BANCO BMG;CARTAO CONSIGNADO;PREFEITURAS;50312,54
01/09/2021;BANCO DAYCOVAL;EMPRESTIMO CONSIGNADO;OUTROS;49410,67
01/09/2021;BANCO CETELEM;CARTAO CONSIGNADO;INSS;44697,13
